wals code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
tay	tayo1238	Tayo	-22.0	166.333333333	Papunesia	Creoles and Pidgins	other	False	False
bik	biak1248	Biak	-1.0	136.0	Papunesia	South Halmahera - West New Guinea	Austronesian	False	False
nym	nyam1276	Nyamwezi	-5.0	33.0	Africa	Bantoid	Niger-Congo	False	False
run	rung1258	Runga	10.3333333333	21.0	Africa	Maban	Nilo-Saharan	False	False
bgo	bong1285	Bongo	7.5	28.5	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
kaz	kaza1248	Kazakh	50.0	70.0	Eurasia	Turkic	Altaic	False	False
tam	east2347	Tamang (Eastern)	27.5	85.6666666667	Eurasia	Bodic	Sino-Tibetan	False	False
ckr	krah1246	Canela-Krahô	-6.0	-46.0	South America	Ge-Kaingang	Macro-Ge	True	True
ams	stan1318	Arabic (Modern Standard)	25.0	42.0	Eurasia	Semitic	Afro-Asiatic	False	False
yyg	yayg1236	Yaygir	-29.6666666667	153.0	Australia	Pama-Nyungan	Australian	False	False
baw	bawm1236	Bawm	22.5	92.25	Eurasia	Kuki-Chin	Sino-Tibetan	False	True
umb	umbu1257	UMbundu	-12.5	15.0	Africa	Bantoid	Niger-Congo	False	False
tew	tewa1260	Tewa (Arizona)	35.8333333333	-110.416666667	North America	Kiowa-Tanoan	Kiowa-Tanoan	False	False
gmz	gumu1244	Gumuz	12.5	35.8333333333	Africa	Gumuz	Nilo-Saharan	False	False
mag	east2352	Magar	28.0	83.0	Eurasia	Mahakiranti	Sino-Tibetan	False	False
mkh	None	Mongol (Khamnigan)	49.0	117.0	None	Mongolic	Altaic	False	False
dds	donn1238	Donno So	14.3333333333	-3.58333333333	Africa	Dogon	Niger-Congo	False	False
sha	shan1277	Shan	22.0	98.0	Eurasia	Kam-Tai	Tai-Kadai	False	False
itz	itza1241	Itzaj	17.0	-89.8333333333	North America	Mayan	Mayan	False	False
zar	zarm1239	Zarma	13.8333333333	2.16666666667	Africa	Songhay	Nilo-Saharan	False	False
yi	sich1238	Yi	24.0	104.0	Eurasia	Burmese-Lolo	Sino-Tibetan	False	False
ful	fuln1247	Fulniô	-8.0	-37.5	South America	Yatê	Macro-Ge	False	False
kiw	nort2930	Kiwai	-8.0	143.5	Papunesia	Kiwaian	Kiwaian	False	False
lkt	lako1247	Lakhota	43.8333333333	-101.833333333	North America	Siouan	Siouan	True	True
wma	west2600	West Makian	0.5	127.583333333	Papunesia	North Halmaheran	West Papuan	False	False
arx	area1240	'Are'are	-9.25	161.166666667	Papunesia	Oceanic	Austronesian	False	False
she	sher1255	Sherpa	27.75	86.8333333333	Eurasia	Bodic	Sino-Tibetan	False	False
nep	nepa1252	Nepali	28.0	85.0	Eurasia	Indic	Indo-European	False	False
ots	east2556	Otomí (Sierra)	20.6666666667	-98.8333333333	North America	Otomian	Oto-Manguean	False	False
mlc	mala1533	Malacca Creole	2.2	102.25	Eurasia	Creoles and Pidgins	other	False	False
goo	goon1238	Gooniyandi	-18.3333333333	126.333333333	Australia	Bunuban	Australian	True	True
sin	sion1247	Siona	0.333333333333	-76.25	South America	Tucanoan	Tucanoan	False	False
keo	keoo1238	Ke'o	-8.83333333333	121.25	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
kal	kala1373	Kalami	35.5	72.5	Eurasia	Indic	Indo-European	False	False
omi	omie1241	Ömie	-9.05	148.083333333	Papunesia	Koiarian	Trans-New Guinea	False	False
ten	tenn1246	Tennet	4.41666666667	32.5	Africa	Surmic	Nilo-Saharan	False	False
hdi	hdii1240	Hdi	11.8666666667	13.7166666667	Africa	Biu-Mandara	Afro-Asiatic	False	False
aji	ajie1238	Ajië	-21.3333333333	165.5	Papunesia	Oceanic	Austronesian	False	False
sou	uppe1395	Sorbian (Upper)	51.8333333333	14.5	Eurasia	Slavic	Indo-European	False	False
lug	lugb1240	Lugbara	3.08333333333	30.9166666667	Africa	Moru-Ma'di	Nilo-Saharan	False	False
nuk	nuka1242	Nukak	2.5	-71.5	South America	Cacua-Nukak	Cacua-Nukak	False	False
kmw	kamu1258	Kamu	-13.5833333333	130.833333333	Australia	Eastern Daly	Australian	False	False
cat	embe1260	Catio	7.16666666667	-76.3333333333	South America	Choco	Choco	False	False
ghr	gahr1239	Gahri	32.5	77.0	Eurasia	Bodic	Sino-Tibetan	False	False
dak	dako1258	Dakota	45.0	-93.5	North America	Siouan	Siouan	False	False
mns	mans1258	Mansi	62.0	62.0	Eurasia	Ugric	Uralic	False	False
nax	naxi1245	Naxi	27.5	100.0	Eurasia	Naxi	Sino-Tibetan	False	False
npi	nige1257	Nigerian Pidgin	6.5	3.33333333333	Africa	Creoles and Pidgins	other	False	False
bum	tean1237	Buma	-11.6333333333	166.833333333	Papunesia	Oceanic	Austronesian	False	False
dng	ding1239	Ding	-4.33333333333	19.5	Africa	Bantoid	Niger-Congo	False	False
msl	nucl1440	Masalit	13.3333333333	22.0	Africa	Maban	Nilo-Saharan	False	False
kli	ledo1238	Kaili	-1.16666666667	120.0	Papunesia	Celebic	Austronesian	False	False
sla	slav1253	Slave	67.0	-125.0	North America	Athapaskan	Na-Dene	True	True
thp	thay1248	Thaypan	-14.8333333333	143.166666667	Australia	Pama-Nyungan	Australian	False	False
kwa	kwai1243	Kwaio	-8.95	161.0	Papunesia	Oceanic	Austronesian	False	False
tgk	tiga1245	Tigak	-2.71666666667	150.8	Papunesia	Oceanic	Austronesian	False	False
toa	toar1246	Toaripi	-8.33333333333	146.25	Papunesia	Eleman Proper	Eleman	False	False
bim	bima1247	Bima	-8.5	118.5	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
brf	tari1263	Berber (Rif)	34.5	-4.0	Africa	Berber	Afro-Asiatic	False	False
xok	xokl1240	Xokleng	-24.5	-50.0	South America	Ge-Kaingang	Macro-Ge	False	False
kba	kamb1297	Kamba	-1.5	38.0	Africa	Bantoid	Niger-Congo	False	False
wrk	guar1293	Warekena	1.5	-67.5	South America	Northern Arawakan	Arawakan	False	False
ayi	anyi1245	Anyi	7.0	-3.5	Africa	Kwa	Niger-Congo	False	False
tso	tsou1248	Tsou	23.5	120.75	Papunesia	Tsouic	Austronesian	False	False
cck	chic1270	Chickasaw	34.0	-88.0	North America	Muskogean	Muskogean	False	False
ipi	indi1237	Indo-Pakistani Sign Language (Indian dialects)	24.0	80.0	Eurasia	Sign Languages	other	False	False
gdi	godi1239	Godié	5.41666666667	-5.83333333333	Africa	Kru	Niger-Congo	False	False
sgu	sang1333	Sangu	-1.5	11.8333333333	Africa	Bantoid	Niger-Congo	False	False
mur	murs1242	Mursi	5.58333333333	36.0833333333	Africa	Surmic	Nilo-Saharan	False	False
jin	jino1236	Jino	22.0	101.0	Eurasia	Burmese-Lolo	Sino-Tibetan	False	False
mti	bari1297	Motilón (Chibchan)	9.0	-73.0	South America	Motilon	Chibchan	False	False
pum	pumi1242	Pumi	28.0	101.0	Eurasia	Qiangic	Sino-Tibetan	False	False
kdg	kari1317	Karipuna do Guapore	-10.0	-65.0	South America	Panoan	Panoan	False	False
syu	salt1242	Salt-Yui	-6.28333333333	145.033333333	Papunesia	Chimbu	Trans-New Guinea	False	False
jbt	djeo1235	Jabutí	-12.25	-62.25	South America	Jabutí	Jabutí	False	False
ign	igna1246	Ignaciano	-15.1666666667	-65.4166666667	South America	Bolivia-Parana	Arawakan	False	False
mgl	ming1252	Mingrelian	42.5	42.0	Eurasia	Kartvelian	Kartvelian	False	False
amd	amdo1237	Amdo	35.0	100.0	Eurasia	Bodic	Sino-Tibetan	False	False
jia	jiar1239	Jiarong	31.5	102.0	Eurasia	rGyalrong	Sino-Tibetan	False	False
yak	yaka1269	Yaka	-7.0	17.5	Africa	Bantoid	Niger-Congo	False	False
oka	okan1243	Okanagan	49.5	-118.5	North America	Interior Salish	Salishan	False	False
sgr	sang1336	Sangir	3.5	125.5	Papunesia	Sangiric	Austronesian	False	False
yny	yany1243	Yanyuwa	-16.4166666667	137.166666667	Australia	Pama-Nyungan	Australian	False	False
brk	beri1254	Berik	-2.25	138.833333333	Papunesia	Tor	Tor-Orya	False	False
wem	None	Wembawemba	-35.3333333333	144.0	None	Pama-Nyungan	Australian	False	False
adn	adny1235	Adynyamathanha	-30.5	139.5	Australia	Pama-Nyungan	Australian	False	False
wrl	warl1254	Warlpiri	-20.0	132.333333333	Australia	Pama-Nyungan	Australian	False	False
fue	east2447	Futuna (East)	-14.3333333333	-178.166666667	Papunesia	Oceanic	Austronesian	False	False
apc	mesc1238	Apache (Chiricahua)	33.25	-108.0	North America	Athapaskan	Na-Dene	False	False
trd	tora1261	Toraja	-3.0	119.75	Papunesia	South Sulawesi	Austronesian	False	False
ngj	ngad1258	Ngadjumaja	-32.3333333333	123.833333333	Australia	Pama-Nyungan	Australian	False	False
msk	ngil1242	Masakin	10.6666666667	30.0	Africa	Talodi Proper	Niger-Congo	False	False
mun	mund1320	Mundari	23.0	84.6666666667	Eurasia	Munda	Austro-Asiatic	False	True
krt	kara1474	Karata	42.5833333333	46.3333333333	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	False	False
grg	gura1252	Gurr-goni	-12.25	134.416666667	Australia	Burarran	Australian	False	False
squ	squa1248	Squamish	49.6666666667	-123.166666667	North America	Central Salish	Salishan	False	True
usa	usan1239	Usan	-4.83333333333	145.166666667	Papunesia	Madang	Trans-New Guinea	False	True
puk	para1301	Parauk	23.25	99.5	Eurasia	Palaung-Khmuic	Austro-Asiatic	False	False
krh	krah1246	Krahô	-8.0	-48.0	South America	Ge-Kaingang	Macro-Ge	False	False
dhl	dhal1245	Dhalandji	-22.08	115.0	Australia	Pama-Nyungan	Australian	False	False
vka	kari1304	Kariera	-20.5	118.5	Australia	Pama-Nyungan	Australian	False	False
lnj	leni1238	Linngithig	-12.5	142.83	Australia	Pama-Nyungan	Australian	False	False
nlr	ngar1286	Ngarla	-20.0	119.0	Australia	Pama-Nyungan	Australian	False	False
nly	nyam1271	Nyamal	-21.0	119.0	Australia	Pama-Nyungan	Australian	False	False
ump	umpi1239	Umpila	-13.5	143.5	Australia	Pama-Nyungan	Australian	False	False
wbt	wanm1242	Wanman	-22.0	123.0	Australia	Pama-Nyungan	Australian	False	False
ylr	yala1262	Yalarnnga	-22.0	140.0	Australia	Pama-Nyungan	Australian	False	False
huc	huaa1248	=|Hoan	-25.5	25.0	Africa	=|Hoan	Khoisan	False	False
tia	tima1241	Tima	11.6666666667	29.25	Africa	Katla-Tima	Niger-Congo	False	False
ney	neyo1238	Neyo	5.0	-6.0	Africa	Kru	Niger-Congo	False	False
nrg	nane1238	Nanerge	11.75	-5.0	Africa	Gur	Niger-Congo	False	False
wwa	waam1244	Waama	10.5833333333	1.66666666667	Africa	Gur	Niger-Congo	False	False
xsm	kase1253	Kàsim	11.0	-1.33333333333	Africa	Gur	Niger-Congo	False	False
mmi	mamb1294	Mambai	9.66666666667	14.0	Africa	Adamawa	Niger-Congo	False	False
myg	mayo1261	Mayogo	3.0	29.0	Africa	Ubangi	Niger-Congo	False	False
ajg	ajab1235	Ajagbe	7.0	1.75	Africa	Kwa	Niger-Congo	False	False
guw	gunn1250	Gungbe	6.5	2.5	Africa	Kwa	Niger-Congo	False	False
avk	avik1243	Avikam	5.16666666667	-5.5	Africa	Kwa	Niger-Congo	False	False
mkq	ngem1255	Mankon	6.0	10.1666666667	Africa	Bantoid	Niger-Congo	False	False
mdw	mbos1242	Mbosi	-1.25	15.5	Africa	Bantoid	Niger-Congo	False	False
kwy	sans1272	Iwoyo	-5.5	12.25	Africa	Bantoid	Niger-Congo	False	False
zag	zagh1240	Beria	16.0	23.0	Africa	Eastern Saharan	Nilo-Saharan	False	False
mgq	mang1398	Mango	8.75	17.0	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
sid	sida1246	Sidaama	6.66666666667	38.5	Africa	Eastern Cushitic	Afro-Asiatic	False	False
arj	gulf1241	Arabic (Kuwaiti)	29.5	47.5	Eurasia	Semitic	Afro-Asiatic	False	False
bkb	bett1235	Betta Kurumba	11.5	76.75	Eurasia	Southern Dravidian	Dravidian	False	False
rji	raji1240	Raji	28.0	82.75	Eurasia	Bodic	Sino-Tibetan	False	False
ksn	suoy1242	Kasong	12.75	102.116666667	Eurasia	Pearic	Austro-Asiatic	False	False
tbx	seke1240	Tangbe	28.9166666667	83.75	Eurasia	Bodic	Sino-Tibetan	False	False
tdi	tibe1272	Tibetan (Dingri)	28.5	86.5	Eurasia	Bodic	Sino-Tibetan	False	False
tdr	tibe1272	Tibetan (Drokpa)	32.25	81.25	Eurasia	Bodic	Sino-Tibetan	False	False
amt	amdo1237	Amdo (Themchen)	38.0	98.0	Eurasia	Bodic	Sino-Tibetan	False	False
shg	tibe1272	Shigatse	29.0	89.0	Eurasia	Bodic	Sino-Tibetan	False	False
rpa	tibe1272	Rang Pas	30.3333333333	79.3333333333	Eurasia	Bodic	Sino-Tibetan	False	False
wme	wamb1257	Wambule	29.25	85.9166666667	Eurasia	Mahakiranti	Sino-Tibetan	False	False
ybi	yamp1242	Yamphu	27.5833333333	87.3333333333	Eurasia	Mahakiranti	Sino-Tibetan	False	False
gyc	jiar1239	Gyarong (Cogtse)	31.5	102.0	Eurasia	rGyalrong	Sino-Tibetan	False	False
rgc	jiar1239	rGyalrong (Caodeng)	31.6666666667	101.75	Eurasia	rGyalrong	Sino-Tibetan	False	False
tvt	tuts1235	Tutsa	27.5	96.5	Eurasia	Northern Naga	Sino-Tibetan	False	False
ral	ralt1242	Ralte	23.75	92.75	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
mhl	misi1242	Miri (Hill):	27.9166666667	93.8333333333	Eurasia	Tani	Sino-Tibetan	False	False
khn	khun1259	Khün	21.0	100.0	Eurasia	Kam-Tai	Tai-Kadai	False	False
smp	shom1245	Shompen	7.0	93.75	Eurasia	Shompen	Shompen	False	False
ttd	tetu1245	Tetun Dili	-8.58333333333	125.583333333	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
lab	labu1248	Labu	-6.75	146.916666667	Papunesia	Oceanic	Austronesian	False	False
vnm	vinm1237	Vinmavis	-16.1666666667	167.416666667	Papunesia	Oceanic	Austronesian	False	False
erk	sout2856	Efate (South)	-17.75	168.416666667	Papunesia	Oceanic	Austronesian	False	False
ndr	fiji1243	Nadroga	-18.0833333333	177.416666667	Papunesia	Oceanic	Austronesian	False	False
mpt	mian1256	Mian	-4.75	141.5	Papunesia	Ok	Trans-New Guinea	False	False
mkj	maka1316	Makasae	-8.66666666667	126.5	Papunesia	Makasae-Fataluku-Oirata	Timor-Alor-Pantar	False	False
adg	adan1251	Adang	-8.2	124.0	Papunesia	Greater Alor	Timor-Alor-Pantar	False	False
bdw	baha1258	Baham	-3.16666666667	132.666666667	Papunesia	West Bomberai	West Bomberai	False	False
dlm	dera1245	Dla (Menggwa)	-3.55	141.033333333	Papunesia	Senagi	Senagi	False	False
brp	wara1302	Barupu	-3.08333333333	142.083333333	Papunesia	Warapu	Skou	False	False
kwt	nucl1593	Kwomtari	-3.5	141.5	Papunesia	Kwomtari	Kwomtari-Baibai	False	False
amm	amap1240	Ama	-4.21666666667	141.616666667	Papunesia	Left May	Left May	False	False
urt	urat1244	Urat	-3.66666666667	142.833333333	Papunesia	Wapei-Palei	Torricelli	False	False
aoj	mufi1238	Mufian	-3.5	143.0	Papunesia	Kombio-Arapesh	Torricelli	False	False
kmz	kama1367	Kamasau	-3.91666666667	143.666666667	Papunesia	Marienberg	Torricelli	False	False
tee	hueh1236	Tepehua (Huehuetla)	20.5	-98.0	North America	Totonacan	Totonacan	False	False
mxx	None	Mixe (Ayutla)	17.0833333333	-96.0833333333	None	Mixe-Zoque	Mixe-Zoque	False	False
lec	leco1242	Leko	-15.0	-67.9166666667	South America	Leko	Leko	False	False
kyz	kaya1329	Kayabí	-11.0	-55.5	South America	Tupi-Guaraní	Tupian	False	False
kno	kano1245	Kanoê	-13.25	-61.0	South America	Kapixana	Kapixana	False	False
cpy	chip1262	Chipaya	-18.75	-67.8333333333	South America	Uru-Chipaya	Uru-Chipaya	False	False
kqq	kren1239	Krenak	-15.5	-41.0	South America	Botocudo	Macro-Ge	False	False
tsl	tanz1238	Tanzania Sign Language	-6.0	35.0	Africa	Sign Languages	other	False	False
buj	kwas1243	Bujeba	3.0	10.1666666667	Africa	Bantoid	Niger-Congo	False	False
qia	qian1264	Qiang	32.0	102.666666667	Eurasia	Qiangic	Sino-Tibetan	False	False
tsr	taus1253	Taushiro	-3.25	-75.5	South America	Taushiro	Taushiro	False	False
kbi	inpu1234	Kabui	24.8333333333	94.0	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
bnt	bant1286	Bantik	1.41666666667	124.75	Papunesia	Sangiric	Austronesian	False	False
sud	sude1239	Sudest	-11.5	153.45	Papunesia	Oceanic	Austronesian	False	False
pnr	enap1235	Panare	6.5	-66.0	South America	Cariban	Cariban	False	False
alg	algo1255	Algonquin	46.0	-77.0	North America	Algonquian	Algic	False	False
shs	shas1239	Shasta	41.8333333333	-122.666666667	North America	Shasta	Hokan	False	False
aik	aika1237	Aikaná	-12.6666666667	-60.6666666667	South America	Aikaná	Aikaná	False	False
sor	sora1254	Sora	20.0	84.3333333333	Eurasia	Munda	Austro-Asiatic	False	False
kkl	beng1239	Kata Kolok	-8.25	115.166666667	Papunesia	Sign Languages	other	False	False
lii	ital1275	Lingua Italiana dei Segni	42.0	13.0	Eurasia	Sign Languages	other	False	False
cac	cacu1241	Cacua	1.08333333333	-70.0	South America	Cacua-Nukak	Cacua-Nukak	False	False
lgp	port1277	Língua Gestual Portuguesa	40.0	-8.0	Eurasia	Sign Languages	other	False	False
ori	tega1236	Orig	12.1666666667	30.8333333333	Africa	Rashad	Niger-Congo	False	False
plp	ngaj1237	Pulopetak	1.41666666667	109.833333333	Papunesia	Barito	Austronesian	False	False
bir	bero1242	Birom	9.66666666667	8.83333333333	Africa	Platoid	Niger-Congo	False	False
npn	naga1394	Naga Pidgin	25.6666666667	94.0	Eurasia	Creoles and Pidgins	other	False	False
qbo	boli1262	Quechua (Bolivian)	-20.0	-66.0	South America	Quechuan	Quechuan	False	False
kko	kura1250	Koranko	9.33333333333	-11.25	Africa	Western Mande	Niger-Congo	False	False
lua	niel1243	Lua	9.75	17.75	Africa	Adamawa	Niger-Congo	False	False
mli	mali1284	Mali	-4.83333333333	152.25	Papunesia	Baining	Baining-Taulil	False	False
cos	nort2969	Costanoan	37.0	-122.0	North America	Costanoan	Penutian	False	False
ics	icel1236	Icelandic Sign Language	65.0	-18.0	Eurasia	Sign Languages	other	False	False
ptw	wint1259	Patwin	39.0	-122.333333333	North America	Wintuan	Penutian	False	False
kak	kama1370	Kamano-Kafe	-6.25	145.666666667	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
occ	occi1239	Occitan	44.0	2.0	Eurasia	Romance	Indo-European	False	False
arp	buki1249	Arapesh (Mountain)	-3.46666666667	143.166666667	Papunesia	Kombio-Arapesh	Torricelli	True	True
lao	laoo1244	Lao	18.0	103.0	Eurasia	Kam-Tai	Tai-Kadai	False	False
jaq	jaqa1244	Jaqaru	-13.0	-76.0	South America	Aymaran	Aymaran	False	False
tng	tong1325	Tongan	-21.1666666667	-175.166666667	Papunesia	Oceanic	Austronesian	False	False
ths	thai1240	Thai Sign Language	15.0	101.0	Eurasia	Sign Languages	other	False	False
chb	cham1313	Chambri	-4.16666666667	143.083333333	Papunesia	Lower Sepik	Lower Sepik-Ramu	False	False
awa	awap1236	Awa	-6.66666666667	145.75	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
tsp	tami1289	Tamil (Spoken)	11.0	78.0	Eurasia	Southern Dravidian	Dravidian	False	False
niu	niue1239	Niuean	-19.05	-170.116666667	Papunesia	Oceanic	Austronesian	False	False
kpn	kapi1249	Kapingamarangi	1.05	154.75	Papunesia	Oceanic	Austronesian	False	False
sub	subi1246	Subiya	-17.75	24.9166666667	Africa	Bantoid	Niger-Congo	False	False
bel	belh1239	Belhare	26.9666666667	87.3	Eurasia	Mahakiranti	Sino-Tibetan	False	False
mov	movi1243	Movima	-13.8333333333	-65.6666666667	South America	Movima	Movima	False	False
bul	bulg1262	Bulgarian	42.5	25.0	Eurasia	Slavic	Indo-European	False	False
thk	thak1245	Thakali	29.0	83.75	Eurasia	Bodic	Sino-Tibetan	False	False
cul	culi1244	Culina	-6.0	-70.5	South America	Arauan	Arauan	False	False
krm	kara1464	Karaim	54.6666666667	24.9166666667	Eurasia	Turkic	Altaic	False	False
lon	loni1238	Loniu	-2.06666666667	147.333333333	Papunesia	Oceanic	Austronesian	False	False
iba	iban1264	Iban	2.0	112.0	Papunesia	Malayo-Sumbawan	Austronesian	False	False
mas	masa1322	Masa	10.5	15.5	Africa	Masa	Afro-Asiatic	False	False
npu	napu1241	Napu	-1.33333333333	120.416666667	Papunesia	Celebic	Austronesian	False	False
daw	daww1239	Dâw	-0.25	-67.0833333333	South America	Nadahup	Nadahup	False	False
wir	wira1260	Wirangu	-32.0	134.0	Australia	Pama-Nyungan	Australian	False	False
pat	pate1247	Patep	-6.91666666667	146.583333333	Papunesia	Oceanic	Austronesian	False	False
lim	limb1266	Limbu	27.1666666667	87.75	Eurasia	Mahakiranti	Sino-Tibetan	False	False
ndo	ndon1254	Ndonga	-18.0	17.0	Africa	Bantoid	Niger-Congo	False	False
kkn	konk1267	Konkani	15.25	74.0	Eurasia	Indic	Indo-European	False	False
coa	coah1252	Coahuilteco	28.0	-100.0	North America	Coahuiltecan	Coahuiltecan	False	False
klr	shah1254	Koluri	37.0	48.0	Eurasia	Iranian	Indo-European	False	False
bui	buli1255	Buli (in Indonesia)	1.0	128.5	Papunesia	South Halmahera - West New Guinea	Austronesian	False	False
tsg	taus1251	Tausug	6.0	121.0	Papunesia	Greater Central Philippine	Austronesian	False	False
baq	baur1253	Baure	-13.0833333333	-64.1666666667	South America	Bolivia-Parana	Arawakan	False	False
hmr	hame1242	Hamer	5.0	36.5	Africa	South Omotic	Afro-Asiatic	False	False
yim	yima1243	Yimas	-4.66666666667	143.55	Papunesia	Lower Sepik	Lower Sepik-Ramu	False	True
klg	kulu1253	Kulung	27.5	87.0	Eurasia	Mahakiranti	Sino-Tibetan	False	False
hol	holo1240	Holoholo	-5.16666666667	29.9166666667	Africa	Bantoid	Niger-Congo	False	False
mmv	mamv1243	Mamvu	3.25	29.0	Africa	Mangbutu-Efe	Nilo-Saharan	False	False
slv	sout2959	Slavey	60.0	-120.0	North America	Athapaskan	Na-Dene	False	False
rik	rikb1245	Rikbaktsa	-11.8333333333	-57.5	South America	Rikbaktsa	Macro-Ge	False	False
ria	rian1263	Riantana	-7.5	138.5	Papunesia	Kolopom	Kolopom	False	False
pit	pitj1243	Pitjantjatjara	-26.0	130.0	Australia	Pama-Nyungan	Australian	False	True
kur	kuru1302	Kurukh	22.8333333333	85.5	Eurasia	Northern Dravidian	Dravidian	False	False
tag	taga1270	Tagalog	15.0	121.0	Papunesia	Greater Central Philippine	Austronesian	True	True
emm	amii1238	Emmi	-13.5	130.0	Australia	Western Daly	Australian	False	False
gdb	bodo1267	Gutob	19.0	83.6666666667	Eurasia	Munda	Austro-Asiatic	False	False
tmg	tama1336	Tamagario	-6.41666666667	139.25	Papunesia	Kayagar	Kayagar	False	False
snt	nucl1632	Sentani	-2.58333333333	140.583333333	Papunesia	Sentani	Sentani	False	True
giz	maro1246	Giziga	10.3333333333	14.1666666667	Africa	Biu-Mandara	Afro-Asiatic	False	False
mbr	mbar1260	Mbara	11.0	15.4166666667	Africa	Biu-Mandara	Afro-Asiatic	False	False
ixi	ixil1250	Ixil	15.5	-91.0	North America	Mayan	Mayan	False	False
sil	dars1235	Sila	12.3333333333	21.75	Africa	Daju	Nilo-Saharan	False	False
khu	khum1248	Khumi	21.9166666667	92.4166666667	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
trb	teri1250	Teribe	9.33333333333	-82.6666666667	North America	Talamanca	Chibchan	False	False
fsl	finn1310	Finnish Sign Language	62.0	26.0	Eurasia	Sign Languages	other	False	False
lsf	fren1243	Langue des Signes Française	47.0	3.0	Eurasia	Sign Languages	other	False	False
oi	oyyy1238	Oi	14.8333333333	107.166666667	Eurasia	Bahnaric	Austro-Asiatic	False	False
klb	huba1236	Kilba	10.3333333333	13.1666666667	Africa	Biu-Mandara	Afro-Asiatic	False	False
gwo	tyap1238	Gworok	9.91666666667	8.16666666667	Africa	Platoid	Niger-Congo	False	False
nyh	nyih1240	Nyiha	-10.0	33.0	Africa	Bantoid	Niger-Congo	False	False
qhu	huam1248	Quechua (Huallaga)	-9.5	-75.5	South America	Quechuan	Quechuan	False	False
zha	jang1254	Zhang-Zhung	31.5833333333	78.4166666667	Eurasia	Bodic	Sino-Tibetan	False	False
cla	clal1241	Clallam	48.0833333333	-123.75	North America	Central Salish	Salishan	False	False
plh	paul1238	Paulohi	-3.25	128.75	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
